"","year","month","day","avg.precip"
"131",1979,5,11,0.00313091230725412
"132",1979,5,12,0.00300877647331128
"133",1979,5,13,0.00287291959419355
"134",1979,5,14,0.00270053102147012
"135",1979,5,15,0.00288299512759451
"136",1979,5,16,0.00273912116721436
"137",1979,5,17,0.00340844113038573
"138",1979,5,18,0.00306724579288409
"139",1979,5,19,0.00342651152840027
"140",1979,5,20,0.00386346454967509
"141",1979,5,21,0.00358277848979711
"142",1979,5,22,0.00343907907632463
"143",1979,5,23,0.00222257835306091
"144",1979,5,24,0.00292027446376535
"145",1979,5,25,0.00381279719563631
"146",1979,5,26,0.00422035781837208
"147",1979,5,27,0.0034418316305557
"148",1979,5,28,0.00274246751225038
"149",1979,5,29,0.00299240609992555
"150",1979,5,30,0.00339936706827674
"151",1979,5,31,0.00372268683089441
"152",1979,6,1,0.00390288030435314
"153",1979,6,2,0.00373402823567827
"154",1979,6,3,0.00315837116004565
"155",1979,6,4,0.00342743168465602
"156",1979,6,5,0.0046547708985133
"157",1979,6,6,0.00429953779383893
"158",1979,6,7,0.00356440575240733
"159",1979,6,8,0.00362023185570161
"160",1979,6,9,0.00477481304562135
"161",1979,6,10,0.00434222043024533
"162",1979,6,11,0.00510216285184626
"163",1979,6,12,0.00378883040813736
"164",1979,6,13,0.00332966044053927
"165",1979,6,14,0.00315489285103567
"166",1979,6,15,0.00303745749014201
"167",1979,6,16,0.00340941071701355
"168",1979,6,17,0.00308724636750999
"169",1979,6,18,0.00283014810347295
"170",1979,6,19,0.0025238062422245
"171",1979,6,20,0.00291374073169389
"172",1979,6,21,0.00316298426070929
"173",1979,6,22,0.00340330496348523
"174",1979,6,23,0.00333546172322589
"175",1979,6,24,0.00265207876052175
"176",1979,6,25,0.00297520530202013
"177",1979,6,26,0.002977007098032
"178",1979,6,27,0.00305376043031504
"179",1979,6,28,0.00325158897773687
"180",1979,6,29,0.00333742435216467
"181",1979,6,30,0.00371566517449124
"182",1979,7,1,0.00452518846716855
"183",1979,7,2,0.004751372640277
"184",1979,7,3,0.00361108558573129
"185",1979,7,4,0.00343613988914333
"186",1979,7,5,0.00360883221767106
"187",1979,7,6,0.00378522394368282
"188",1979,7,7,0.00310914172303109
"189",1979,7,8,0.00398693825681131
"190",1979,7,9,0.00448360829290016
"191",1979,7,10,0.00432948227494191
"192",1979,7,11,0.00451861970099337
"193",1979,7,12,0.00463194218447139
"194",1979,7,13,0.00375564328016161
"195",1979,7,14,0.00357987027710829
"196",1979,7,15,0.00356963985623457
"197",1979,7,16,0.00373935707923257
"198",1979,7,17,0.00384778168066081
"199",1979,7,18,0.00405043353882683
"200",1979,7,19,0.00399889440818147
"201",1979,7,20,0.00377728965529155
"202",1979,7,21,0.00429626329095809
"203",1979,7,22,0.00462800146186308
"204",1979,7,23,0.00403780675196386
"205",1979,7,24,0.0042478726706007
"206",1979,7,25,0.00444460552144837
"207",1979,7,26,0.00455918068496081
"208",1979,7,27,0.00410864980611609
"209",1979,7,28,0.00349392336912644
"210",1979,7,29,0.00364875460500682
"211",1979,7,30,0.00360691820581754
"212",1979,7,31,0.00391660105614435
"213",1979,8,1,0.00385637366291368
"214",1979,8,2,0.00353836606601219
"215",1979,8,3,0.00405181514801997
"216",1979,8,4,0.00323498592381076
"217",1979,8,5,0.0031086652979746
"218",1979,8,6,0.00386847028365502
"219",1979,8,7,0.00318730540655471
"220",1979,8,8,0.00290753842218892
"221",1979,8,9,0.00265548846278435
"222",1979,8,10,0.00336883483734323
"223",1979,8,11,0.00313970227981662
"224",1979,8,12,0.00367528249820073
"225",1979,8,13,0.00504116492666604
"226",1979,8,14,0.00456890308267468
"227",1979,8,15,0.00321190752662145
"228",1979,8,16,0.00299658190199744
"229",1979,8,17,0.00291669483368213
"230",1979,8,18,0.00354211700213698
"231",1979,8,19,0.0035727216729096
"232",1979,8,20,0.00389285963642728
"233",1979,8,21,0.00400950653894699
"234",1979,8,22,0.00386576675178804
"235",1979,8,23,0.00420426991751124
"236",1979,8,24,0.00447020421534668
"237",1979,8,25,0.00489793697392548
"238",1979,8,26,0.00443465291853353
"239",1979,8,27,0.00429826476252996
"240",1979,8,28,0.00422758994685425
"241",1979,8,29,0.00418318139164002
"242",1979,8,30,0.00449442847908198
"243",1979,8,31,0.00473965287836262
"244",1979,9,1,0.00508937960824905
"245",1979,9,2,0.00623556574731519
"246",1979,9,3,0.00618982095776242
"247",1979,9,4,0.00506358387787918
"248",1979,9,5,0.00533407775228058
"249",1979,9,6,0.00482125817201076
"250",1979,9,7,0.00514339442081722
"251",1979,9,8,0.00473520259062449
"252",1979,9,9,0.00440582139315186
"253",1979,9,10,0.00509457415304123
"254",1979,9,11,0.00568091661120072
"255",1979,9,12,0.00498050407202908
"256",1979,9,13,0.00444141500544199
"257",1979,9,14,0.00568724114707101
"258",1979,9,15,0.00521407127926201
"259",1979,9,16,0.00403843192117555
"260",1979,9,17,0.00382882440701509
"261",1979,9,18,0.0037788616786728
"262",1979,9,19,0.00383264713480577
"263",1979,9,20,0.0042330691433979
"264",1979,9,21,0.00404276623366735
"265",1979,9,22,0.00506767849591407
"266",1979,9,23,0.00355102080892731
"267",1979,9,24,0.00304892223887828
"268",1979,9,25,0.00308638947978343
"269",1979,9,26,0.00315109355163662
"270",1979,9,27,0.00405967343912456
"271",1979,9,28,0.00402384798823695
"272",1979,9,29,0.00363681995661267
"273",1979,9,30,0.00323601121103371
"274",1979,10,1,0.00383060112759307
"275",1979,10,2,0.00306585158729728
"276",1979,10,3,0.00275203167245938
"277",1979,10,4,0.00330378430394026
"278",1979,10,5,0.00293399486895446
"279",1979,10,6,0.00416637388477614
"280",1979,10,7,0.00324402721155257
"281",1979,10,8,0.0030646943238192
"282",1979,10,9,0.00273112147063999
"283",1979,10,10,0.00294643878500104
"284",1979,10,11,0.00383777594664595
"285",1979,10,12,0.00374885267772517
"286",1979,10,13,0.00318780951884203
"287",1979,10,14,0.00450604341978774
"288",1979,10,15,0.00423324260956202
"289",1979,10,16,0.00356761200469492
"290",1979,10,17,0.00344701977276103
"291",1979,10,18,0.00390523583815866
"292",1979,10,19,0.00497560896143153
"293",1979,10,20,0.00463955923096164
"294",1979,10,21,0.00392578785672729
"295",1979,10,22,0.0052373984794477
"296",1979,10,23,0.00542046209667629
"297",1979,10,24,0.0051241097473727
"298",1979,10,25,0.00555841174699885
"299",1979,10,26,0.00331410470353815
"300",1979,10,27,0.00351417941269857
"301",1979,10,28,0.00360286061962446
"302",1979,10,29,0.00290559864033273
"303",1979,10,30,0.00418040698919541
"304",1979,10,31,0.00485419407077543
"305",1979,11,1,0.00428585025580811
"306",1979,11,2,0.00377890019244327
"307",1979,11,3,0.00378750504264028
"308",1979,11,4,0.00407956060527009
"309",1979,11,5,0.00305267196598944
"310",1979,11,6,0.00259557995713237
"311",1979,11,7,0.00246463540818665
"312",1979,11,8,0.00242143173739587
"313",1979,11,9,0.00224724185717848
"314",1979,11,10,0.00309560608405333
"315",1979,11,11,0.00291510271693106
"316",1979,11,12,0.00344600247921961
"317",1979,11,13,0.00348466093150469
"318",1979,11,14,0.00417129707150844
"319",1979,11,15,0.00381403845008258
"320",1979,11,16,0.00251209981766813
"321",1979,11,17,0.00349518660960835
"322",1979,11,18,0.00192862421328768
"323",1979,11,19,0.00165154669201854
"324",1979,11,20,0.00286516957667284
"325",1979,11,21,0.00486261234260522
"326",1979,11,22,0.00472719649692158
"327",1979,11,23,0.00417022027702995
"328",1979,11,24,0.00395691727762257
"329",1979,11,25,0.00331934190085738
"330",1979,11,26,0.00440758033467955
"331",1979,11,27,0.00432565809387864
"332",1979,11,28,0.00370278483318104
"333",1979,11,29,0.002979341564161
"334",1979,11,30,0.00216005620011043
"335",1979,12,1,0.00159685056888577
"336",1979,12,2,0.00269445102566328
"337",1979,12,3,0.00329316291453201
"338",1979,12,4,0.00378491617193371
"339",1979,12,5,0.00312254267434279
"340",1979,12,6,0.00277388028445698
"341",1979,12,7,0.00360367886667505
"342",1979,12,8,0.00262850946286222
"343",1979,12,9,0.00219217865512921
"344",1979,12,10,0.00249850824748203
"345",1979,12,11,0.00197145946514912
"346",1979,12,12,0.00242903192455952
"347",1979,12,13,0.00364475841378118
"348",1979,12,14,0.00366127186014757
"349",1979,12,15,0.00268070626553598
"350",1979,12,16,0.00302894576401501
"351",1979,12,17,0.00598167643333093
"352",1979,12,18,0.00585473836314329
"353",1979,12,19,0.00306813594349575
"354",1979,12,20,0.0024581416677206
"355",1979,12,21,0.00306229790188236
"356",1979,12,22,0.00267055186105298
"357",1979,12,23,0.00435982600891546
"358",1979,12,24,0.0055776978327787
"359",1979,12,25,0.0039475372190768
"360",1979,12,26,0.0036838421809586
"361",1979,12,27,0.00312476285047584
"362",1979,12,28,0.00362918875401928
"363",1979,12,29,0.00233880688637604
"364",1979,12,30,0.00251763559632249
"365",1979,12,31,0.00220493585307956
"366",1980,1,1,0.00217113714023824
"367",1980,1,2,0.00248644049023534
"368",1980,1,3,0.00333768248339712
"369",1980,1,4,0.00335000029359108
"370",1980,1,5,0.00539853596589068
"371",1980,1,6,0.00395310069314944
"372",1980,1,7,0.00231428939726327
"373",1980,1,8,0.00238561422833593
"374",1980,1,9,0.00292066674365665
"375",1980,1,10,0.00368416068372709
"376",1980,1,11,0.00547036681965594
"377",1980,1,12,0.00814222266058345
"378",1980,1,13,0.00523410913135324
"379",1980,1,14,0.00508143651971232
"380",1980,1,15,0.00468516912270378
"381",1980,1,16,0.00439844905866153
"382",1980,1,17,0.00378023765626408
"383",1980,1,18,0.00285317095699328
"384",1980,1,19,0.00274905287302457
"385",1980,1,20,0.00225587158085226
"386",1980,1,21,0.00172809068754916
"387",1980,1,22,0.00200504945802601
"388",1980,1,23,0.00352951150401171
"389",1980,1,24,0.00420679421924846
"390",1980,1,25,0.00223858786317018
"391",1980,1,26,0.00199473865139179
"392",1980,1,27,0.00281202448156727
"393",1980,1,28,0.00284403530614717
"394",1980,1,29,0.00301935352630668
"395",1980,1,30,0.00402821190655231
"396",1980,1,31,0.00360231097692098
"397",1980,2,1,0.00341091120799819
"398",1980,2,2,0.00328115227294492
"399",1980,2,3,0.00265418793255593
"400",1980,2,4,0.00236116006097077
"401",1980,2,5,0.00321241519499174
"402",1980,2,6,0.0019208057541332
"403",1980,2,7,0.00225803680690654
"404",1980,2,8,0.00283206786428179
"405",1980,2,9,0.00171968980040742
"406",1980,2,10,0.00217878114391159
"407",1980,2,11,0.00192071218248252
"408",1980,2,12,0.00149673871122874
"409",1980,2,13,0.00206608159310652
"410",1980,2,14,0.00278536252704732
"411",1980,2,15,0.00294846751805627
"412",1980,2,16,0.00480651014890426
"413",1980,2,17,0.00560049455844876
"414",1980,2,18,0.00493882693104692
"415",1980,2,19,0.00520631536268271
"416",1980,2,20,0.00512074330487312
"417",1980,2,21,0.00394280290046891
"418",1980,2,22,0.00224954974411171
"419",1980,2,23,0.00256170802937322
"420",1980,2,24,0.00284168662660288
"421",1980,2,25,0.00206905634794043
"422",1980,2,26,0.00528516820171377
"423",1980,2,27,0.00413866442911354
"424",1980,2,28,0.0025389738817573
"425",1980,2,29,0.0022819877243959
"426",1980,3,1,0.00248976844079765
"427",1980,3,2,0.00404204490966413
"428",1980,3,3,0.0041810460579701
"429",1980,3,4,0.00279321167003977
"430",1980,3,5,0.00236637120445569
"431",1980,3,6,0.00241320900919237
"432",1980,3,7,0.00195405476968804
"433",1980,3,8,0.00241388595311633
"434",1980,3,9,0.00287865340000107
"435",1980,3,10,0.00239462250973279
"436",1980,3,11,0.00332052697574263
"437",1980,3,12,0.00359822224839266
"438",1980,3,13,0.00382013773143073
"439",1980,3,14,0.00377894936900436
"440",1980,3,15,0.00325074744421047
"441",1980,3,16,0.00179443184436459
"442",1980,3,17,0.00370338797405526
"443",1980,3,18,0.0042343907058239
"444",1980,3,19,0.00315762282837005
"445",1980,3,20,0.00149342192289157
"446",1980,3,21,0.00325609465221782
"447",1980,3,22,0.00370749335858848
"448",1980,3,23,0.00200517416382447
"449",1980,3,24,0.0027152870464456
"450",1980,3,25,0.00240230802924205
"451",1980,3,26,0.0020388951586498
"452",1980,3,27,0.00188846245899305
"453",1980,3,28,0.00379289560866007
"454",1980,3,29,0.00292903599448693
"455",1980,3,30,0.00368992736488035
"456",1980,3,31,0.00304799719607874
"457",1980,4,1,0.00215745923337919
"458",1980,4,2,0.00146051918193971
"459",1980,4,3,0.00209864263624062
"460",1980,4,4,0.00230385188982164
"461",1980,4,5,0.00376414001370088
"462",1980,4,6,0.00284301799350169
"463",1980,4,7,0.00235701243191848
"464",1980,4,8,0.0030994848999785
"465",1980,4,9,0.00456205332453871
"466",1980,4,10,0.00320701860846617
"467",1980,4,11,0.0028066268606937
"468",1980,4,12,0.00360048281049335
"469",1980,4,13,0.00326170591644315
"470",1980,4,14,0.00373358270460433
"471",1980,4,15,0.00389903181474724
"472",1980,4,16,0.00342114367437013
"473",1980,4,17,0.00171832818087641
"474",1980,4,18,0.00147459114809613
"475",1980,4,19,0.00213980630531416
"476",1980,4,20,0.00255473810128677
"477",1980,4,21,0.00300691570581752
"478",1980,4,22,0.00369362256356648
"479",1980,4,23,0.00317645918973636
"480",1980,4,24,0.00259308280361878
"481",1980,4,25,0.00268129259075001
"482",1980,4,26,0.00258948024048473
"483",1980,4,27,0.00216042998727861
"484",1980,4,28,0.00275012513711339
"485",1980,4,29,0.00302388274516815
"486",1980,4,30,0.00354080430535606
"487",1980,5,1,0.00328847789120325
"488",1980,5,2,0.00267514653858684
"489",1980,5,3,0.00237682220208776
"490",1980,5,4,0.00246301275906545
"491",1980,5,5,0.00225664575075929
"492",1980,5,6,0.00185849523860893
"493",1980,5,7,0.00238944814700783
"494",1980,5,8,0.00279373483452605
"495",1980,5,9,0.00364393751809012
"496",1980,5,10,0.00485380793420168
"497",1980,5,11,0.00292307708289597
"498",1980,5,12,0.0028742515369431
"499",1980,5,13,0.00262454302210511
"500",1980,5,14,0.00216225488554864
"501",1980,5,15,0.00283050049410198
"502",1980,5,16,0.00379584448432529
"503",1980,5,17,0.00324975946174436
"504",1980,5,18,0.00312722209745493
"505",1980,5,19,0.00326335314838659
"506",1980,5,20,0.00302507044140236
"507",1980,5,21,0.00292240975103972
"508",1980,5,22,0.00297045945411637
"509",1980,5,23,0.00283012393957529
"510",1980,5,24,0.00308665303247316
"511",1980,5,25,0.00305045325950389
"512",1980,5,26,0.00409690869815184
"513",1980,5,27,0.00349652624173915
"514",1980,5,28,0.00305553284429369
"515",1980,5,29,0.00300173470989252
"516",1980,5,30,0.0035138878602903
"517",1980,5,31,0.00411955639174133
"518",1980,6,1,0.00460002762930734
"519",1980,6,2,0.00407760338141368
"520",1980,6,3,0.00359779388367475
"521",1980,6,4,0.00331720438796085
"522",1980,6,5,0.00283363205227223
"523",1980,6,6,0.00294415517931893
"524",1980,6,7,0.00271792539801353
"525",1980,6,8,0.00332035591805374
"526",1980,6,9,0.00371856150991751
"527",1980,6,10,0.00326069540756963
"528",1980,6,11,0.00294449043907089
"529",1980,6,12,0.0037556834982865
"530",1980,6,13,0.00468633966076942
"531",1980,6,14,0.00426406012950363
"532",1980,6,15,0.00400390517471474
"533",1980,6,16,0.00341319622465106
"534",1980,6,17,0.00344064512423107
"535",1980,6,18,0.00378658759779546
"536",1980,6,19,0.00342300175365074
"537",1980,6,20,0.00406977092717593
"538",1980,6,21,0.00349191608992252
"539",1980,6,22,0.00359516986287557
"540",1980,6,23,0.00420573238733706
"541",1980,6,24,0.00420310237059445
"542",1980,6,25,0.00365625334419174
"543",1980,6,26,0.00342113529314925
"544",1980,6,27,0.00410718375018665
"545",1980,6,28,0.00437361517504895
"546",1980,6,29,0.00285268317048366
"547",1980,6,30,0.00274849908747079
"548",1980,7,1,0.00310375719935029
"549",1980,7,2,0.00320524389108459
"550",1980,7,3,0.00345295890892818
"551",1980,7,4,0.00335371670323414
"552",1980,7,5,0.00399914812364858
"553",1980,7,6,0.00393369028092304
"554",1980,7,7,0.00388353612997156
"555",1980,7,8,0.00293004426818628
"556",1980,7,9,0.00285580931947781
"557",1980,7,10,0.00267095925497921
"558",1980,7,11,0.00365320897146022
"559",1980,7,12,0.00346446925630936
"560",1980,7,13,0.00289811060760484
"561",1980,7,14,0.00309619315978372
"562",1980,7,15,0.00353917585951941
"563",1980,7,16,0.0033303347781246
"564",1980,7,17,0.00254028287235197
"565",1980,7,18,0.00331440760102464
"566",1980,7,19,0.00387482582267387
"567",1980,7,20,0.00463451784336087
"568",1980,7,21,0.00440339098374049
"569",1980,7,22,0.00423982876178982
"570",1980,7,23,0.00431525201260389
"571",1980,7,24,0.00418292800094182
"572",1980,7,25,0.00449449121952057
"573",1980,7,26,0.00337888927304701
"574",1980,7,27,0.00326087408231728
"575",1980,7,28,0.00390816113123527
"576",1980,7,29,0.00397841229270666
"577",1980,7,30,0.00440250988299157
"578",1980,7,31,0.0036543954313893
"579",1980,8,1,0.00325662744514671
"580",1980,8,2,0.00350523714399163
"581",1980,8,3,0.00390051806911881
"582",1980,8,4,0.00396667375150836
"583",1980,8,5,0.00448124749592809
"584",1980,8,6,0.00395155246113683
"585",1980,8,7,0.00452875844834052
"586",1980,8,8,0.00456050943187523
"587",1980,8,9,0.00437368309814415
"588",1980,8,10,0.00468740670945181
"589",1980,8,11,0.00444277488786877
"590",1980,8,12,0.0046025550982236
"591",1980,8,13,0.00458343472509157
"592",1980,8,14,0.00423843728808256
"593",1980,8,15,0.00439947912326226
"594",1980,8,16,0.00552660473810011
"595",1980,8,17,0.00435445255193955
"596",1980,8,18,0.00372155204196989
"597",1980,8,19,0.00284920467043316
"598",1980,8,20,0.0032558862952304
"599",1980,8,21,0.00505960664606138
"600",1980,8,22,0.00423937259521676
"601",1980,8,23,0.00333695587985245
"602",1980,8,24,0.00328085164611156
"603",1980,8,25,0.00341510331401458
"604",1980,8,26,0.0037690203786988
"605",1980,8,27,0.00330700126541403
"606",1980,8,28,0.00289451684598084
"607",1980,8,29,0.00310340234975675
"608",1980,8,30,0.00349980541419634
"609",1980,8,31,0.00385322423699575
"610",1980,9,1,0.00425377631962518
"611",1980,9,2,0.00437419956256618
"612",1980,9,3,0.00492543971964291
"613",1980,9,4,0.00583260295155284
"614",1980,9,5,0.00497219318817387
"615",1980,9,6,0.00494510482573684
"616",1980,9,7,0.00417983099790938
"617",1980,9,8,0.00340079181305655
"618",1980,9,9,0.0044469015611397
"619",1980,9,10,0.00459915737693126
"620",1980,9,11,0.00410056786659436
"621",1980,9,12,0.00409210459107444
"622",1980,9,13,0.00394884393765376
"623",1980,9,14,0.00419711539105618
"624",1980,9,15,0.00454925358186275
"625",1980,9,16,0.00431677268702032
"626",1980,9,17,0.0044445789531692
"627",1980,9,18,0.00407986902655699
"628",1980,9,19,0.0038274235750511
"629",1980,9,20,0.00452657820377158
"630",1980,9,21,0.00451904460514858
"631",1980,9,22,0.00437324447727902
"632",1980,9,23,0.00434295544093782
"633",1980,9,24,0.00378335787481441
"634",1980,9,25,0.00405881001781195
"635",1980,9,26,0.00549385521438096
"636",1980,9,27,0.00568397495991144
"637",1980,9,28,0.00481062385461706
"638",1980,9,29,0.0049889312122331
"639",1980,9,30,0.00471914662764623
"640",1980,10,1,0.00419964054155917
"641",1980,10,2,0.00382062571443918
"642",1980,10,3,0.00267127987283927
"643",1980,10,4,0.00381095855882316
"644",1980,10,5,0.00457070600036736
"645",1980,10,6,0.00458158045297577
"646",1980,10,7,0.00358586054254364
"647",1980,10,8,0.00327480514243846
"648",1980,10,9,0.00303201345460755
"649",1980,10,10,0.00298965691210149
"650",1980,10,11,0.00313648716324852
"651",1980,10,12,0.00363030222691459
"652",1980,10,13,0.00342526359708755
"653",1980,10,14,0.00261612349213698
"654",1980,10,15,0.00272760409793574
"655",1980,10,16,0.00389923726518949
"656",1980,10,17,0.00432601903220673
"657",1980,10,18,0.00490335807367996
"658",1980,10,19,0.00352709716383791
"659",1980,10,20,0.00367878496837922
"660",1980,10,21,0.00254658062434022
"661",1980,10,22,0.00245272020498912
"662",1980,10,23,0.00345388739864468
"663",1980,10,24,0.00440423011288538
"664",1980,10,25,0.0050147020090849
"665",1980,10,26,0.006203729842172
"666",1980,10,27,0.00362638934573411
"667",1980,10,28,0.0036262537806462
"668",1980,10,29,0.00340339408525617
"669",1980,10,30,0.0030894823044866
"670",1980,10,31,0.00361817070579791
"671",1980,11,1,0.00371019707603769
"672",1980,11,2,0.0023543815500352
"673",1980,11,3,0.00270437769346185
"674",1980,11,4,0.00348321363439053
"675",1980,11,5,0.00542188113207345
"676",1980,11,6,0.00483101103659515
"677",1980,11,7,0.00400580372183751
"678",1980,11,8,0.00396183573883095
"679",1980,11,9,0.00360400478318061
"680",1980,11,10,0.00295355807130153
"681",1980,11,11,0.0032888358820489
"682",1980,11,12,0.00346011959644028
"683",1980,11,13,0.00366403471555684
"684",1980,11,14,0.00289305300066323
"685",1980,11,15,0.00270165253717166
"686",1980,11,16,0.00426183572455204
"687",1980,11,17,0.00359463670424053
"688",1980,11,18,0.00376288739916606
"689",1980,11,19,0.00330282732462272
"690",1980,11,20,0.00208227900522096
"691",1980,11,21,0.00305108598846219
"692",1980,11,22,0.00439862635109451
"693",1980,11,23,0.00292635712595213
"694",1980,11,24,0.00287607312748284
"695",1980,11,25,0.00367603776874123
"696",1980,11,26,0.00340232489964901
"697",1980,11,27,0.0050981720152137
"698",1980,11,28,0.00284488410467193
"699",1980,11,29,0.00538012707408095
"700",1980,11,30,0.00294656135387473
"701",1980,12,1,0.00164875294808503
"702",1980,12,2,0.0035291867514888
"703",1980,12,3,0.00540121664112304
"704",1980,12,4,0.00547686569638305
"705",1980,12,5,0.00290884287693562
"706",1980,12,6,0.00210808905271383
"707",1980,12,7,0.00176801025976628
"708",1980,12,8,0.00338612800334399
"709",1980,12,9,0.00335807324056224
"710",1980,12,10,0.00307039254696378
"711",1980,12,11,0.00359600620282875
"712",1980,12,12,0.00189755271860968
"713",1980,12,13,0.00194045594269103
"714",1980,12,14,0.00220590244173567
"715",1980,12,15,0.00270371202911649
"716",1980,12,16,0.00267273499852135
"717",1980,12,17,0.00346897934655567
"718",1980,12,18,0.00341788479587534
"719",1980,12,19,0.00152873312815642
"720",1980,12,20,0.00156936234770677
"721",1980,12,21,0.00295994946589837
"722",1980,12,22,0.0028612328072389
"723",1980,12,23,0.00273067383266194
"724",1980,12,24,0.00476809264375613
"725",1980,12,25,0.00477423306295287
"726",1980,12,26,0.00493284012208055
"727",1980,12,27,0.00388394094485066
"728",1980,12,28,0.00396741015952585
"729",1980,12,29,0.00456344082187384
"730",1980,12,30,0.00443678931111381
"731",1980,12,31,0.00229929293413739
"732",1981,1,1,0.0019016305523696
"733",1981,1,2,0.00271483169588851
"734",1981,1,3,0.00208332849454967
"735",1981,1,4,0.00163705695843522
