"","year","month","day","avg.min.temp"
"90",1979,3,31,281.478122373029
"91",1979,4,1,280.231433759417
"92",1979,4,2,279.975453082633
"93",1979,4,3,279.873101094005
"94",1979,4,4,280.103708249047
"95",1979,4,5,280.329849606469
"96",1979,4,6,279.928348521697
"97",1979,4,7,280.461525069576
"98",1979,4,8,281.089284213559
"99",1979,4,9,281.151923473763
"100",1979,4,10,281.187584180448
"101",1979,4,11,281.97663731837
"102",1979,4,12,282.706557640663
"103",1979,4,13,282.97513494247
"104",1979,4,14,282.604045155284
"105",1979,4,15,282.549529520671
"106",1979,4,16,282.577870636545
"107",1979,4,17,283.152887734214
"108",1979,4,18,283.077621560568
"109",1979,4,19,283.010228161934
"110",1979,4,20,282.664321245466
"111",1979,4,21,282.820267880618
"112",1979,4,22,283.469193550082
"113",1979,4,23,283.691034824246
"114",1979,4,24,283.889862585941
"115",1979,4,25,284.246358749893
"116",1979,4,26,284.252584559402
"117",1979,4,27,284.319638827258
"118",1979,4,28,284.126816321293
"119",1979,4,29,283.681754736149
"120",1979,4,30,283.555610053094
"121",1979,5,1,283.933347776085
"122",1979,5,2,284.276154520223
"123",1979,5,3,284.302869831686
"124",1979,5,4,284.147984056857
"125",1979,5,5,283.936498062078
"126",1979,5,6,283.962036965618
"127",1979,5,7,284.720455714635
"128",1979,5,8,285.345702996446
"129",1979,5,9,285.553779596461
"130",1979,5,10,285.149320151081
"131",1979,5,11,284.971909561437
"132",1979,5,12,285.298262990875
"133",1979,5,13,285.510717002114
"134",1979,5,14,285.430124292618
"135",1979,5,15,285.782632943737
"136",1979,5,16,286.22843689412
"137",1979,5,17,286.396656380119
"138",1979,5,18,286.603968889285
"139",1979,5,19,286.95822907612
"140",1979,5,20,286.727593217228
"141",1979,5,21,286.740133644635
"142",1979,5,22,286.771395281558
"143",1979,5,23,287.07304727743
"144",1979,5,24,287.028977452093
"145",1979,5,25,287.001038251604
"146",1979,5,26,286.910869142861
"147",1979,5,27,287.28703894982
"148",1979,5,28,287.541330386431
"149",1979,5,29,287.409983154968
"150",1979,5,30,287.399993466108
"151",1979,5,31,287.610130405077
"152",1979,6,1,287.976087364784
"153",1979,6,2,288.176328660455
"154",1979,6,3,288.429305024199
"155",1979,6,4,288.669202230265
"156",1979,6,5,288.662000573686
"157",1979,6,6,288.55087539617
"158",1979,6,7,288.45645824614
"159",1979,6,8,288.623775563223
"160",1979,6,9,288.44196543711
"161",1979,6,10,288.667883563478
"162",1979,6,11,288.033722728687
"163",1979,6,12,288.343520458627
"164",1979,6,13,288.884726477543
"165",1979,6,14,289.409860341278
"166",1979,6,15,289.753534650977
"167",1979,6,16,289.777674692454
"168",1979,6,17,289.361160691928
"169",1979,6,18,289.547044003665
"170",1979,6,19,289.83578458793
"171",1979,6,20,290.148258737417
"172",1979,6,21,290.066872475872
"173",1979,6,22,289.837194114378
"174",1979,6,23,289.468112674476
"175",1979,6,24,289.403416878836
"176",1979,6,25,289.469427484645
"177",1979,6,26,289.843338141249
"178",1979,6,27,290.324215994475
"179",1979,6,28,290.470675905109
"180",1979,6,29,290.892002773634
"181",1979,6,30,291.064386657044
"182",1979,7,1,290.764825255006
"183",1979,7,2,290.879328102419
"184",1979,7,3,290.736469724327
"185",1979,7,4,290.681099463383
"186",1979,7,5,290.491007185157
"187",1979,7,6,290.594966091952
"188",1979,7,7,291.187075783307
"189",1979,7,8,291.735362310724
"190",1979,7,9,292.142103934375
"191",1979,7,10,292.280094361917
"192",1979,7,11,292.179159059629
"193",1979,7,12,292.225451967568
"194",1979,7,13,292.159257015466
"195",1979,7,14,292.097490208664
"196",1979,7,15,292.032684806852
"197",1979,7,16,291.75570910108
"198",1979,7,17,291.769627676604
"199",1979,7,18,292.005367762527
"200",1979,7,19,291.80450887715
"201",1979,7,20,292.064539278471
"202",1979,7,21,292.145651876708
"203",1979,7,22,291.901644936586
"204",1979,7,23,292.108664342859
"205",1979,7,24,292.329503170475
"206",1979,7,25,292.072084179553
"207",1979,7,26,292.107147345351
"208",1979,7,27,292.033903162471
"209",1979,7,28,292.433854854151
"210",1979,7,29,292.510607289744
"211",1979,7,30,292.248232389457
"212",1979,7,31,292.445956191737
"213",1979,8,1,292.461588653453
"214",1979,8,2,292.359196796347
"215",1979,8,3,292.1028404152
"216",1979,8,4,291.920216436701
"217",1979,8,5,292.010725346939
"218",1979,8,6,292.222839444898
"219",1979,8,7,292.188465618651
"220",1979,8,8,292.166419172462
"221",1979,8,9,291.955068315778
"222",1979,8,10,291.654550629221
"223",1979,8,11,291.313505481538
"224",1979,8,12,291.220003271976
"225",1979,8,13,290.885015354925
"226",1979,8,14,290.682520962111
"227",1979,8,15,290.468906941955
"228",1979,8,16,290.554214321039
"229",1979,8,17,290.966868747809
"230",1979,8,18,291.388306547172
"231",1979,8,19,291.651291178609
"232",1979,8,20,291.573257580432
"233",1979,8,21,291.514132327125
"234",1979,8,22,291.39864471212
"235",1979,8,23,291.340285438845
"236",1979,8,24,291.263208002223
"237",1979,8,25,291.436714267381
"238",1979,8,26,291.28390939454
"239",1979,8,27,291.30117794498
"240",1979,8,28,291.571902259016
"241",1979,8,29,291.697623642024
"242",1979,8,30,291.778071935186
"243",1979,8,31,291.506990878486
"244",1979,9,1,291.694476910825
"245",1979,9,2,291.940222967239
"246",1979,9,3,291.594563036349
"247",1979,9,4,291.329384984726
"248",1979,9,5,291.294374011812
"249",1979,9,6,291.234733212649
"250",1979,9,7,290.505215353494
"251",1979,9,8,290.454491170247
"252",1979,9,9,290.468848041912
"253",1979,9,10,290.228191613278
"254",1979,9,11,289.864548964727
"255",1979,9,12,289.940407917176
"256",1979,9,13,290.030617553935
"257",1979,9,14,290.064904002654
"258",1979,9,15,289.474419886551
"259",1979,9,16,289.517896748637
"260",1979,9,17,289.982709505969
"261",1979,9,18,289.69615610982
"262",1979,9,19,289.223997899988
"263",1979,9,20,288.626643080938
"264",1979,9,21,288.866143094576
"265",1979,9,22,288.797150468652
"266",1979,9,23,288.480564723871
"267",1979,9,24,288.691768537249
"268",1979,9,25,289.216037434449
"269",1979,9,26,289.435604299468
"270",1979,9,27,289.030320443513
"271",1979,9,28,289.003651853009
"272",1979,9,29,288.909827369997
"273",1979,9,30,289.043585585151
"274",1979,10,1,289.053446032625
"275",1979,10,2,288.818751503522
"276",1979,10,3,288.318763514927
"277",1979,10,4,288.153523796557
"278",1979,10,5,288.182952886449
"279",1979,10,6,287.988223300137
"280",1979,10,7,287.808931215167
"281",1979,10,8,287.201667562073
"282",1979,10,9,286.537192241962
"283",1979,10,10,286.353699021112
"284",1979,10,11,286.817989994929
"285",1979,10,12,286.58333343953
"286",1979,10,13,286.321466673687
"287",1979,10,14,286.242869629353
"288",1979,10,15,286.409471734015
"289",1979,10,16,286.553890270191
"290",1979,10,17,286.501499586839
"291",1979,10,18,286.846536014543
"292",1979,10,19,287.151550158826
"293",1979,10,20,287.579495636098
"294",1979,10,21,287.573301109901
"295",1979,10,22,286.591827107524
"296",1979,10,23,285.923560727298
"297",1979,10,24,285.278599436554
"298",1979,10,25,284.9992619497
"299",1979,10,26,285.242838659042
"300",1979,10,27,284.867438023606
"301",1979,10,28,284.586466588729
"302",1979,10,29,284.76573351626
"303",1979,10,30,284.752377839141
"304",1979,10,31,284.128328210181
"305",1979,11,1,283.68454412104
"306",1979,11,2,283.796141527337
"307",1979,11,3,283.650471630725
"308",1979,11,4,283.30550148653
"309",1979,11,5,283.069763893435
"310",1979,11,6,282.815022040287
"311",1979,11,7,282.680583872813
"312",1979,11,8,282.430328427828
"313",1979,11,9,282.441387050754
"314",1979,11,10,281.858336013403
"315",1979,11,11,281.261049023303
"316",1979,11,12,281.136161734333
"317",1979,11,13,280.991878101503
"318",1979,11,14,280.900215911865
"319",1979,11,15,281.198705996
"320",1979,11,16,281.560542875856
"321",1979,11,17,282.035695198255
"322",1979,11,18,282.375531746442
"323",1979,11,19,282.424834240924
"324",1979,11,20,282.488902713091
"325",1979,11,21,281.998280454643
"326",1979,11,22,281.769838924198
"327",1979,11,23,281.332167609358
"328",1979,11,24,281.764293262635
"329",1979,11,25,282.034578607021
"330",1979,11,26,281.784222182948
"331",1979,11,27,281.682134291541
"332",1979,11,28,280.850316164345
"333",1979,11,29,279.177869188917
"334",1979,11,30,278.235513431423
"335",1979,12,1,278.097357800941
"336",1979,12,2,278.950651435712
"337",1979,12,3,280.106650098864
"338",1979,12,4,280.885858349922
"339",1979,12,5,281.483233335167
"340",1979,12,6,281.665433451894
"341",1979,12,7,281.069698666304
"342",1979,12,8,279.651060220348
"343",1979,12,9,278.920598990751
"344",1979,12,10,278.459519145253
"345",1979,12,11,278.272707165729
"346",1979,12,12,278.320984560229
"347",1979,12,13,277.706954844269
"348",1979,12,14,277.371766981188
"349",1979,12,15,276.329594921629
"350",1979,12,16,276.036272036374
"351",1979,12,17,276.279946072198
"352",1979,12,18,276.854343215887
"353",1979,12,19,277.517429949862
"354",1979,12,20,278.817104113233
"355",1979,12,21,280.505640830574
"356",1979,12,22,281.091913716522
"357",1979,12,23,280.927291780688
"358",1979,12,24,280.632888411078
"359",1979,12,25,280.219144663269
"360",1979,12,26,280.072168656234
"361",1979,12,27,279.910847596109
"362",1979,12,28,279.420783778599
"363",1979,12,29,279.435655528198
"364",1979,12,30,279.079194437104
"365",1979,12,31,278.938320780324
"366",1980,1,1,278.717385213104
"367",1980,1,2,277.758889899062
"368",1980,1,3,276.828423968864
"369",1980,1,4,276.46021214859
"370",1980,1,5,275.946359733609
"371",1980,1,6,274.832858066768
"372",1980,1,7,274.474139887771
"373",1980,1,8,274.932664827899
"374",1980,1,9,274.789711389786
"375",1980,1,10,274.989399098826
"376",1980,1,11,275.757270223317
"377",1980,1,12,276.368925456512
"378",1980,1,13,277.762768655295
"379",1980,1,14,278.958760615758
"380",1980,1,15,279.972616811899
"381",1980,1,16,279.790038321918
"382",1980,1,17,279.610927752261
"383",1980,1,18,279.418348531758
"384",1980,1,19,278.660407472268
"385",1980,1,20,277.539749802251
"386",1980,1,21,277.163061327812
"387",1980,1,22,277.058091012025
"388",1980,1,23,276.312189983885
"389",1980,1,24,276.146990516858
"390",1980,1,25,276.078069431179
"391",1980,1,26,275.8227314708
"392",1980,1,27,275.177446341602
"393",1980,1,28,274.322466278076
"394",1980,1,29,273.785134462909
"395",1980,1,30,273.865705147768
"396",1980,1,31,273.822117310129
"397",1980,2,1,274.46065371447
"398",1980,2,2,275.349522430644
"399",1980,2,3,276.332605000031
"400",1980,2,4,276.937101795909
"401",1980,2,5,276.721154025011
"402",1980,2,6,277.026399977129
"403",1980,2,7,277.066835734608
"404",1980,2,8,276.474576792176
"405",1980,2,9,276.035192133306
"406",1980,2,10,275.462636211242
"407",1980,2,11,275.1940547482
"408",1980,2,12,275.633147802108
"409",1980,2,13,276.202716198596
"410",1980,2,14,276.838845802838
"411",1980,2,15,277.351293266213
"412",1980,2,16,276.404723500681
"413",1980,2,17,275.946479920328
"414",1980,2,18,277.268407498873
"415",1980,2,19,278.590893462464
"416",1980,2,20,279.063943411579
"417",1980,2,21,278.596909963866
"418",1980,2,22,278.01227913322
"419",1980,2,23,278.483943821834
"420",1980,2,24,278.200850870321
"421",1980,2,25,277.390543832185
"422",1980,2,26,276.807842889024
"423",1980,2,27,276.715132535159
"424",1980,2,28,276.88904166309
"425",1980,2,29,276.046818592784
"426",1980,3,1,274.776951425853
"427",1980,3,2,275.006118573199
"428",1980,3,3,275.761911446708
"429",1980,3,4,275.98243341411
"430",1980,3,5,276.292007806799
"431",1980,3,6,277.082142337338
"432",1980,3,7,277.669650838663
"433",1980,3,8,278.51960455367
"434",1980,3,9,279.128429533012
"435",1980,3,10,278.932725371197
"436",1980,3,11,278.723344049698
"437",1980,3,12,277.91710058359
"438",1980,3,13,277.62397576636
"439",1980,3,14,278.152427136767
"440",1980,3,15,278.677391013121
"441",1980,3,16,278.700542908274
"442",1980,3,17,279.037930043538
"443",1980,3,18,279.029564907088
"444",1980,3,19,279.513366034092
"445",1980,3,20,280.298572126675
"446",1980,3,21,280.313760605138
"447",1980,3,22,280.187512567541
"448",1980,3,23,280.116914158077
"449",1980,3,24,280.218738041693
"450",1980,3,25,280.182082238389
"451",1980,3,26,280.179457709903
"452",1980,3,27,280.567131539928
"453",1980,3,28,280.905775960286
"454",1980,3,29,281.375709651067
"455",1980,3,30,280.909571908245
"456",1980,3,31,280.963718936906
"457",1980,4,1,280.538378909045
"458",1980,4,2,280.813931048047
"459",1980,4,3,280.922527461349
"460",1980,4,4,281.391155083625
"461",1980,4,5,281.608402134822
"462",1980,4,6,281.191615317767
"463",1980,4,7,281.657142552526
"464",1980,4,8,282.103046892327
"465",1980,4,9,281.893209693545
"466",1980,4,10,282.247652357053
"467",1980,4,11,282.494482651036
"468",1980,4,12,282.544984989376
"469",1980,4,13,282.17425587972
"470",1980,4,14,282.176329733601
"471",1980,4,15,282.425303968492
"472",1980,4,16,282.012312621511
"473",1980,4,17,282.154973551991
"474",1980,4,18,283.084996812422
"475",1980,4,19,283.77667053558
"476",1980,4,20,284.255533680898
"477",1980,4,21,284.519268949739
"478",1980,4,22,284.379478493715
"479",1980,4,23,284.299344185071
"480",1980,4,24,284.41426212744
"481",1980,4,25,284.422395414136
"482",1980,4,26,284.551072357513
"483",1980,4,27,284.493289246053
"484",1980,4,28,284.577080080361
"485",1980,4,29,285.104945580339
"486",1980,4,30,285.172082703978
"487",1980,5,1,285.147079406291
"488",1980,5,2,285.491158364544
"489",1980,5,3,285.323217790205
"490",1980,5,4,285.29516892765
"491",1980,5,5,285.899838452461
"492",1980,5,6,285.853873815292
"493",1980,5,7,285.258837247856
"494",1980,5,8,285.017036175291
"495",1980,5,9,284.769792443579
"496",1980,5,10,285.137505706675
"497",1980,5,11,285.594414305076
"498",1980,5,12,285.951025340321
"499",1980,5,13,285.82026379484
"500",1980,5,14,285.621365988036
"501",1980,5,15,285.500038750617
"502",1980,5,16,285.937024764176
"503",1980,5,17,286.637910053407
"504",1980,5,18,286.961729872707
"505",1980,5,19,286.933038643079
"506",1980,5,20,287.436481925769
"507",1980,5,21,288.082854682447
"508",1980,5,22,288.020591819679
"509",1980,5,23,287.772329007662
"510",1980,5,24,287.490596852285
"511",1980,5,25,287.356970181308
"512",1980,5,26,287.160310660002
"513",1980,5,27,286.968008624066
"514",1980,5,28,287.284572933882
"515",1980,5,29,287.810169323373
"516",1980,5,30,288.023144888965
"517",1980,5,31,287.966538571089
"518",1980,6,1,287.815965623122
"519",1980,6,2,288.001173087878
"520",1980,6,3,288.426484898158
"521",1980,6,4,288.447480203817
"522",1980,6,5,288.451173378522
"523",1980,6,6,288.527878975781
"524",1980,6,7,288.517213020744
"525",1980,6,8,288.424766546117
"526",1980,6,9,288.008476793897
"527",1980,6,10,287.772406693343
"528",1980,6,11,288.329196703565
"529",1980,6,12,288.727420742608
"530",1980,6,13,289.045473443894
"531",1980,6,14,289.30903172196
"532",1980,6,15,289.198659523765
"533",1980,6,16,289.067136369083
"534",1980,6,17,289.018391753815
"535",1980,6,18,289.096225193569
"536",1980,6,19,289.207100289034
"537",1980,6,20,289.478594361469
"538",1980,6,21,289.955921516838
"539",1980,6,22,290.227517079783
"540",1980,6,23,290.686765431834
"541",1980,6,24,290.850737541674
"542",1980,6,25,291.169064046
"543",1980,6,26,291.149421244751
"544",1980,6,27,290.82268931071
"545",1980,6,28,290.541281955146
"546",1980,6,29,290.643748267317
"547",1980,6,30,291.064434015183
"548",1980,7,1,290.93785884424
"549",1980,7,2,291.123171393426
"550",1980,7,3,291.247019187173
"551",1980,7,4,291.227563582759
"552",1980,7,5,291.24899916317
"553",1980,7,6,291.295823960077
"554",1980,7,7,291.365077600724
"555",1980,7,8,291.494091154105
"556",1980,7,9,291.850404329964
"557",1980,7,10,292.259584816734
"558",1980,7,11,292.251380853339
"559",1980,7,12,292.042870149158
"560",1980,7,13,292.122293660929
"561",1980,7,14,292.322417855175
"562",1980,7,15,292.597509139623
"563",1980,7,16,292.49074709267
"564",1980,7,17,292.389382520962
"565",1980,7,18,292.149477255126
"566",1980,7,19,292.180969691015
"567",1980,7,20,292.251200760503
"568",1980,7,21,292.278499997317
"569",1980,7,22,292.212335355989
"570",1980,7,23,292.324494224241
"571",1980,7,24,291.970609828404
"572",1980,7,25,291.807242559077
"573",1980,7,26,291.855622584305
"574",1980,7,27,292.015872186794
"575",1980,7,28,292.378501936804
"576",1980,7,29,292.630433336195
"577",1980,7,30,292.72370611617
"578",1980,7,31,292.795636953277
"579",1980,8,1,293.035851721013
"580",1980,8,2,292.911324486366
"581",1980,8,3,292.567083460769
"582",1980,8,4,292.171714682107
"583",1980,8,5,292.18406566019
"584",1980,8,6,292.467124866304
"585",1980,8,7,292.605976001334
"586",1980,8,8,292.473248682267
"587",1980,8,9,292.36831561637
"588",1980,8,10,292.188295664805
"589",1980,8,11,292.03289147122
"590",1980,8,12,292.061271320944
"591",1980,8,13,291.73787010109
"592",1980,8,14,291.530212452647
"593",1980,8,15,291.653436799102
"594",1980,8,16,291.572643014538
"595",1980,8,17,291.38738733089
"596",1980,8,18,291.838386552412
"597",1980,8,19,291.997301759825
"598",1980,8,20,292.041000081157
"599",1980,8,21,291.704881962926
"600",1980,8,22,291.486227808243
"601",1980,8,23,291.71984665979
"602",1980,8,24,291.646574167105
"603",1980,8,25,291.556151058211
"604",1980,8,26,291.287324607765
"605",1980,8,27,291.166129942953
"606",1980,8,28,291.065134136493
"607",1980,8,29,291.111320870089
"608",1980,8,30,291.274049723978
"609",1980,8,31,291.345314059415
"610",1980,9,1,291.0241182991
"611",1980,9,2,291.208429933206
"612",1980,9,3,290.95311868968
"613",1980,9,4,290.653058029007
"614",1980,9,5,290.93885082203
"615",1980,9,6,291.32216964554
"616",1980,9,7,291.152006100386
"617",1980,9,8,290.664840279045
"618",1980,9,9,289.987257480272
"619",1980,9,10,289.965083989294
"620",1980,9,11,289.936197715452
"621",1980,9,12,289.780603988703
"622",1980,9,13,289.922412025535
"623",1980,9,14,289.757766097631
"624",1980,9,15,289.417904847533
"625",1980,9,16,289.157948264098
"626",1980,9,17,289.134807438553
"627",1980,9,18,288.962967774108
"628",1980,9,19,289.300679608579
"629",1980,9,20,289.30693167662
"630",1980,9,21,289.409175076327
"631",1980,9,22,289.074567186963
"632",1980,9,23,288.645977939704
"633",1980,9,24,287.803614052573
"634",1980,9,25,287.662894470438
"635",1980,9,26,287.741582653898
"636",1980,9,27,287.384616552779
"637",1980,9,28,287.66009715992
"638",1980,9,29,288.18862571856
"639",1980,9,30,288.591283984062
"640",1980,10,1,288.516759001903
"641",1980,10,2,288.169917129684
"642",1980,10,3,287.482458719666
"643",1980,10,4,287.152201323457
"644",1980,10,5,287.416858340532
"645",1980,10,6,287.541721380325
"646",1980,10,7,287.948113460331
"647",1980,10,8,287.809293547131
"648",1980,10,9,287.294319175189
"649",1980,10,10,286.532020663866
"650",1980,10,11,286.302540079753
"651",1980,10,12,286.216537089924
"652",1980,10,13,285.822759182549
"653",1980,10,14,285.320536278805
"654",1980,10,15,285.412457247444
"655",1980,10,16,285.639744914408
"656",1980,10,17,285.827809075995
"657",1980,10,18,286.143726133689
"658",1980,10,19,286.040400796408
"659",1980,10,20,285.210465276809
"660",1980,10,21,284.893607534332
"661",1980,10,22,284.532601850461
"662",1980,10,23,284.252282150324
"663",1980,10,24,284.026392752958
"664",1980,10,25,283.937387235872
"665",1980,10,26,283.840330740122
"666",1980,10,27,283.624179479578
"667",1980,10,28,283.210901789962
"668",1980,10,29,282.954394112053
"669",1980,10,30,283.2995353559
"670",1980,10,31,283.861239277487
"671",1980,11,1,284.025387930957
"672",1980,11,2,283.693589234963
"673",1980,11,3,284.174379146143
"674",1980,11,4,284.735743646307
"675",1980,11,5,284.50250911503
"676",1980,11,6,283.821224791139
"677",1980,11,7,283.975211686354
"678",1980,11,8,283.823490204305
"679",1980,11,9,283.210310324644
"680",1980,11,10,282.818768458663
"681",1980,11,11,282.436658201113
"682",1980,11,12,282.668066241366
"683",1980,11,13,282.3679728246
"684",1980,11,14,282.17209981562
"685",1980,11,15,281.327536843548
"686",1980,11,16,280.753554758484
"687",1980,11,17,280.414111814394
"688",1980,11,18,280.380607635722
"689",1980,11,19,280.156286894969
"690",1980,11,20,280.149867248535
"691",1980,11,21,280.802101230272
"692",1980,11,22,281.382723487603
"693",1980,11,23,281.008112631438
"694",1980,11,24,280.745243304466
"695",1980,11,25,280.192872605656
"696",1980,11,26,279.720413649562
"697",1980,11,27,279.829738918766
"698",1980,11,28,280.317180300982
"699",1980,11,29,280.402964506044
"700",1980,11,30,280.458083608998
"701",1980,12,1,279.093607218536
"702",1980,12,2,277.904288351317
"703",1980,12,3,277.755541153792
"704",1980,12,4,278.231477791922
"705",1980,12,5,278.652499009576
"706",1980,12,6,278.729256609683
"707",1980,12,7,278.987852070008
"708",1980,12,8,279.126845150902
"709",1980,12,9,278.287661030528
"710",1980,12,10,277.165979339264
"711",1980,12,11,276.368902358729
"712",1980,12,12,276.767966346601
"713",1980,12,13,277.144697308104
"714",1980,12,14,277.542452494303
"715",1980,12,15,277.926315961565
"716",1980,12,16,278.524766314161
"717",1980,12,17,277.909866503481
"718",1980,12,18,276.629815332881
"719",1980,12,19,275.385532954848
"720",1980,12,20,274.401347488012
"721",1980,12,21,274.653440133119
"722",1980,12,22,275.677381556025
"723",1980,12,23,276.417496289264
"724",1980,12,24,275.78008918343
"725",1980,12,25,274.599629244962
"726",1980,12,26,275.395098393479
"727",1980,12,27,276.628459631392
"728",1980,12,28,278.144101466364
"729",1980,12,29,278.98124744569
"730",1980,12,30,278.62482149732
"731",1980,12,31,278.001820312053
"732",1981,1,1,277.301456093701
"733",1981,1,2,276.194178526043
"734",1981,1,3,274.955051715557
"735",1981,1,4,275.059211113339
"736",1981,1,5,275.703654943892
"737",1981,1,6,276.679712159992
"738",1981,1,7,276.373438089671
"739",1981,1,8,275.861671906076
"740",1981,1,9,275.258675940657
"741",1981,1,10,275.271368508811
"742",1981,1,11,274.861055652213
"743",1981,1,12,275.190885807918
"744",1981,1,13,275.960020114214
"745",1981,1,14,276.419153477595
"746",1981,1,15,276.8832144601
"747",1981,1,16,276.716405738579
"748",1981,1,17,276.200446518
"749",1981,1,18,276.720061791948
"750",1981,1,19,277.313028719836
"751",1981,1,20,277.499934294984
"752",1981,1,21,278.156468256577
"753",1981,1,22,278.504672009255
"754",1981,1,23,278.659079454583
"755",1981,1,24,278.498805312272
"756",1981,1,25,278.510040490007
"757",1981,1,26,278.054176188039
"758",1981,1,27,277.917271359063
"759",1981,1,28,277.432319934552
"760",1981,1,29,276.591537011674
"761",1981,1,30,276.128505069607
"762",1981,1,31,276.50629223834
"763",1981,2,1,276.221237791851
"764",1981,2,2,275.388130816785
"765",1981,2,3,274.374474826575
"766",1981,2,4,273.468914009625
"767",1981,2,5,274.408864107237
"768",1981,2,6,275.673727425376
"769",1981,2,7,276.315470017094
"770",1981,2,8,276.393663899628
"771",1981,2,9,276.207115318662
"772",1981,2,10,274.828267275632
"773",1981,2,11,274.081927697038
"774",1981,2,12,273.76266907912
"775",1981,2,13,275.422218428951
"776",1981,2,14,277.795689134982
"777",1981,2,15,279.104814815871
"778",1981,2,16,280.930755766145
"779",1981,2,17,282.399094589289
"780",1981,2,18,282.537382470994
"781",1981,2,19,282.377294385302
"782",1981,2,20,282.27219544016
"783",1981,2,21,281.996258433136
"784",1981,2,22,281.389737209558
"785",1981,2,23,281.013512166341
"786",1981,2,24,280.856661327767
"787",1981,2,25,280.124191882235
"788",1981,2,26,279.996955832457
"789",1981,2,27,280.113953463935
"790",1981,2,28,280.098341492594
"791",1981,3,1,279.957405635289
"792",1981,3,2,279.299867896894
"793",1981,3,3,278.891120346125
"794",1981,3,4,278.908031382578
"795",1981,3,5,278.778491085178
"796",1981,3,6,278.844517491938
"797",1981,3,7,279.420399086641
"798",1981,3,8,279.471497979356
"799",1981,3,9,279.330080058898
"800",1981,3,10,279.329447942601
"801",1981,3,11,279.592224372612
"802",1981,3,12,279.532636020646
"803",1981,3,13,279.074297391451
"804",1981,3,14,279.259334815727
"805",1981,3,15,279.125698028117
"806",1981,3,16,279.537768107544
"807",1981,3,17,278.738527240683
"808",1981,3,18,278.726150406499
"809",1981,3,19,279.130931105282
"810",1981,3,20,279.519918135758
"811",1981,3,21,279.515909528907
"812",1981,3,22,279.922590265519
"813",1981,3,23,279.788571787404
"814",1981,3,24,280.038057281159
"815",1981,3,25,280.444781550034
"816",1981,3,26,280.772336354797
"817",1981,3,27,281.280778123346
"818",1981,3,28,281.599950484391
"819",1981,3,29,282.324144462613
"820",1981,3,30,282.28289099613
"821",1981,3,31,282.164758188995
