"","Year","Month","ONI","quadrant","avePropRainDays","DevFromAve","devFromAveOMI"
"23",1979,"06",0.1,"SE",0.155555555555556,-0.318162393162393,0.0307692307692308
"24",1979,"06",0.1,"SW",0.206666666666667,-0.267051282051282,0.0307692307692308
"25",1979,"07",0.1,"NE",0.223655913978495,-0.0600082712985938,0.0512820512820513
"26",1979,"07",0.1,"NW",0.361290322580645,0.0776261373035567,0.0512820512820513
"27",1979,"07",0.1,"SE",0.124731182795699,-0.15893300248139,0.0512820512820513
"28",1979,"07",0.1,"SW",0.206451612903226,-0.0772125723738627,0.0512820512820513
"29",1979,"08",0.2,"NE",0.473118279569892,0.188944030879515,0.169230769230769
"30",1979,"08",0.2,"NW",0.640860215053763,0.356685966363386,0.169230769230769
"31",1979,"08",0.2,"SE",0.402150537634409,0.117976288944031,0.169230769230769
"32",1979,"08",0.2,"SW",0.337634408602151,0.0534601599117728,0.169230769230769
"33",1979,"09",0.3,"NE",0.166666666666667,-0.172207977207977,0.274358974358974
"34",1979,"09",0.3,"NW",0.493333333333333,0.154458689458689,0.274358974358974
"35",1979,"09",0.3,"SE",0.0777777777777778,-0.261096866096866,0.274358974358974
"36",1979,"09",0.3,"SW",0.251111111111111,-0.0877635327635328,0.274358974358974
"37",1979,"10",0.5,"NE",0.556989247311828,0.0648331954783568,0.464102564102564
"38",1979,"10",0.5,"NW",0.651612903225806,0.159456851392335,0.464102564102564
"39",1979,"10",0.5,"SE",0.447311827956989,-0.0448442238764819,0.464102564102564
"40",1979,"10",0.5,"SW",0.608602150537634,0.116446098704163,0.464102564102564
"41",1979,"11",0.5,"NE",0.504444444444444,-0.197350427350427,0.460526315789474
"42",1979,"11",0.5,"NW",0.653333333333333,-0.0484615384615384,0.460526315789474
"43",1979,"11",0.5,"SE",0.484444444444444,-0.217350427350427,0.460526315789474
"44",1979,"11",0.5,"SW",0.577777777777778,-0.124017094017094,0.460526315789474
"45",1979,"12",0.6,"NE",0.686021505376344,-0.0079955886407499,0.560526315789474
"46",1979,"12",0.6,"NW",0.855913978494624,0.16189688447753,0.560526315789474
"47",1979,"12",0.6,"SE",0.445161290322581,-0.248855803694513,0.560526315789474
"48",1979,"12",0.6,"SW",0.565591397849462,-0.128425696167632,0.560526315789474
"49",1980,"01",0.6,"NE",0.660215053763441,-0.0149296939619521,0.556410256410256
"50",1980,"01",0.6,"NW",0.664516129032258,-0.0106286186931348,0.556410256410256
"51",1980,"01",0.6,"SE",0.658064516129032,-0.0170802315963606,0.556410256410256
"52",1980,"01",0.6,"SW",0.647311827956989,-0.0278329197684036,0.556410256410256
"53",1980,"02",0.5,"NE",0.802298850574713,0.103468275019999,0.438461538461538
"54",1980,"02",0.5,"NW",0.871264367816092,0.172433792261378,0.438461538461538
"55",1980,"02",0.5,"SE",0.710344827586207,0.0115142520314934,0.438461538461538
"56",1980,"02",0.5,"SW",0.822988505747126,0.124157930192413,0.438461538461538
"57",1980,"03",0.3,"NE",0.903225806451613,0.163330576233802,0.233333333333333
"58",1980,"03",0.3,"NW",0.948387096774194,0.208491866556383,0.233333333333333
"59",1980,"03",0.3,"SE",0.840860215053763,0.100964984835953,0.233333333333333
"60",1980,"03",0.3,"SW",0.888172043010753,0.148276812792942,0.233333333333333
"61",1980,"04",0.4,"NE",0.651111111111111,-0.0636039886039886,0.323076923076923
"62",1980,"04",0.4,"NW",0.748888888888889,0.0341737891737892,0.323076923076923
"63",1980,"04",0.4,"SE",0.637777777777778,-0.0769373219373219,0.323076923076923
"64",1980,"04",0.4,"SW",0.686666666666667,-0.0280484330484331,0.323076923076923
"65",1980,"05",0.5,"NE",0.72258064516129,0.12098152743314,0.412820512820513
"66",1980,"05",0.5,"NW",0.703225806451613,0.101626688723463,0.412820512820513
"67",1980,"05",0.5,"SE",0.83010752688172,0.22850840915357,0.412820512820513
"68",1980,"05",0.5,"SW",0.595698924731183,-0.0059001929969672,0.412820512820513
"69",1980,"06",0.5,"NE",0.808888888888889,0.33517094017094,0.430769230769231
"70",1980,"06",0.5,"NW",0.824444444444444,0.350726495726496,0.430769230769231
"71",1980,"06",0.5,"SE",0.604444444444444,0.130726495726496,0.430769230769231
"72",1980,"06",0.5,"SW",0.646666666666667,0.172948717948718,0.430769230769231
"73",1980,"07",0.3,"NE",0.303225806451613,0.0195616211745244,0.251282051282051
"74",1980,"07",0.3,"NW",0.378494623655914,0.0948304383788255,0.251282051282051
"75",1980,"07",0.3,"SE",0.227956989247312,-0.0557071960297766,0.251282051282051
"76",1980,"07",0.3,"SW",0.212903225806452,-0.0707609594706369,0.251282051282051
"77",1980,"08",0.2,"NE",0.225806451612903,-0.0583677970774745,0.169230769230769
"78",1980,"08",0.2,"NW",0.539784946236559,0.255610697546181,0.169230769230769
"79",1980,"08",0.2,"SE",0.2,-0.0841742486903777,0.169230769230769
"80",1980,"08",0.2,"SW",0.217204301075269,-0.0669699476151089,0.169230769230769
"81",1980,"09",0,"NE",0.486666666666667,0.147792022792023,-0.0256410256410256
"82",1980,"09",0,"NW",0.582222222222222,0.243347578347578,-0.0256410256410256
"83",1980,"09",0,"SE",0.371111111111111,0.0322364672364672,-0.0256410256410256
"84",1980,"09",0,"SW",0.366666666666667,0.0277920227920228,-0.0256410256410256
"85",1980,"10",0.1,"NE",0.324731182795699,-0.167424869037772,0.0641025641025641
"86",1980,"10",0.1,"NW",0.460215053763441,-0.0319409980700303,0.0641025641025641
"87",1980,"10",0.1,"SE",0.296774193548387,-0.195381858285084,0.0641025641025641
"88",1980,"10",0.1,"SW",0.339784946236559,-0.152371105596912,0.0641025641025641
"89",1980,"11",0.1,"NE",0.655555555555556,-0.0462393162393162,0.0605263157894737
"90",1980,"11",0.1,"NW",0.853333333333333,0.151538461538462,0.0605263157894737
"91",1980,"11",0.1,"SE",0.422222222222222,-0.27957264957265,0.0605263157894737
"92",1980,"11",0.1,"SW",0.591111111111111,-0.110683760683761,0.0605263157894737
"93",1980,"12",0,"NE",0.589247311827957,-0.104769782189137,-0.0394736842105263
"94",1980,"12",0,"NW",0.720430107526882,0.0264130135097878,-0.0394736842105263
"95",1980,"12",0,"SE",0.511827956989247,-0.182189137027847,-0.0394736842105263
"96",1980,"12",0,"SW",0.535483870967742,-0.158533223049352,-0.0394736842105263
"97",1981,"01",-0.2,"NE",0.451612903225806,-0.223531844499586,-0.243589743589744
"98",1981,"01",-0.2,"NW",0.602150537634409,-0.0729942100909843,-0.243589743589744
"99",1981,"01",-0.2,"SE",0.464516129032258,-0.210628618693135,-0.243589743589744
"100",1981,"01",-0.2,"SW",0.559139784946237,-0.116004962779156,-0.243589743589744
"101",1981,"02",-0.4,"NE",0.633333333333333,-0.0654972422213802,-0.461538461538462
"102",1981,"02",-0.4,"NW",0.7,0.00116942444528656,-0.461538461538462
"103",1981,"02",-0.4,"SE",0.55,-0.148830575554713,-0.461538461538462
"104",1981,"02",-0.4,"SW",0.626190476190476,-0.0726400993642373,-0.461538461538462
"105",1981,"03",-0.4,"NE",0.612903225806452,-0.126992004411359,-0.466666666666667
"106",1981,"03",-0.4,"NW",0.733333333333333,-0.00656189688447761,-0.466666666666667
"107",1981,"03",-0.4,"SE",0.767741935483871,0.02784670526606,-0.466666666666667
"108",1981,"03",-0.4,"SW",0.739784946236559,-0.000110283981251791,-0.466666666666667
"109",1981,"04",-0.3,"NE",0.78,0.0652849002849003,-0.376923076923077
"110",1981,"04",-0.3,"NW",0.788888888888889,0.0741737891737893,-0.376923076923077
"111",1981,"04",-0.3,"SE",0.644444444444444,-0.0702706552706553,-0.376923076923077
"112",1981,"04",-0.3,"SW",0.655555555555556,-0.0591595441595442,-0.376923076923077
"113",1981,"05",-0.2,"NE",0.797849462365591,0.196250344637441,-0.287179487179487
"114",1981,"05",-0.2,"NW",0.849462365591398,0.247863247863248,-0.287179487179487
"115",1981,"05",-0.2,"SE",0.647311827956989,0.0457127102288393,-0.287179487179487
"116",1981,"05",-0.2,"SW",0.683870967741935,0.0822718500137855,-0.287179487179487
"117",1981,"06",-0.3,"NE",0.64,0.166282051282051,-0.369230769230769
"118",1981,"06",-0.3,"NW",0.708888888888889,0.23517094017094,-0.369230769230769
"119",1981,"06",-0.3,"SE",0.346666666666667,-0.127051282051282,-0.369230769230769
"120",1981,"06",-0.3,"SW",0.44,-0.0337179487179487,-0.369230769230769
"121",1981,"07",-0.3,"NE",0.182795698924731,-0.100868486352357,-0.348717948717949
"122",1981,"07",-0.3,"NW",0.494623655913978,0.21095947063689,-0.348717948717949
"123",1981,"07",-0.3,"SE",0.0946236559139785,-0.18904052936311,-0.348717948717949
"124",1981,"07",-0.3,"SW",0.189247311827957,-0.0944168734491315,-0.348717948717949
"125",1981,"08",-0.3,"NE",0.227956989247312,-0.0562172594430659,-0.330769230769231
"126",1981,"08",-0.3,"NW",0.290322580645161,0.00614833195478359,-0.330769230769231
"127",1981,"08",-0.3,"SE",0.0881720430107527,-0.196002205679625,-0.330769230769231
"128",1981,"08",-0.3,"SW",0.120430107526882,-0.163744141163496,-0.330769230769231
"129",1981,"09",-0.2,"NE",0.373333333333333,0.0344586894586895,-0.225641025641026
"130",1981,"09",-0.2,"NW",0.577777777777778,0.238903133903134,-0.225641025641026
"131",1981,"09",-0.2,"SE",0.191111111111111,-0.147763532763533,-0.225641025641026
"132",1981,"09",-0.2,"SW",0.366666666666667,0.0277920227920228,-0.225641025641026
"133",1981,"10",-0.1,"NE",0.559139784946237,0.0669837331127655,-0.135897435897436
"134",1981,"10",-0.1,"NW",0.559139784946237,0.0669837331127653,-0.135897435897436
"135",1981,"10",-0.1,"SE",0.524731182795699,0.0325751309622278,-0.135897435897436
"136",1981,"10",-0.1,"SW",0.513978494623656,0.0218224427901847,-0.135897435897436
"137",1981,"11",-0.1,"NE",0.642222222222222,-0.0595726495726496,-0.139473684210526
"138",1981,"11",-0.1,"NW",0.724444444444444,0.0226495726495727,-0.139473684210526
"139",1981,"11",-0.1,"SE",0.633333333333333,-0.0684615384615385,-0.139473684210526
"140",1981,"11",-0.1,"SW",0.677777777777778,-0.0240170940170941,-0.139473684210526
"141",1981,"12",0,"NE",0.864516129032258,0.170499035015164,-0.0394736842105263
"142",1981,"12",0,"NW",0.933333333333333,0.239316239316239,-0.0394736842105263
"143",1981,"12",0,"SE",0.860215053763441,0.166197959746347,-0.0394736842105263
"144",1981,"12",0,"SW",0.946236559139785,0.252219465122691,-0.0394736842105263
"145",1982,"01",0,"NE",0.821505376344086,0.146360628618693,-0.0435897435897436
"146",1982,"01",0,"NW",0.860215053763441,0.185070306038048,-0.0435897435897436
"147",1982,"01",0,"SE",0.709677419354839,0.0345326716294458,-0.0435897435897436
"148",1982,"01",0,"SW",0.711827956989247,0.0366832092638544,-0.0435897435897436
"149",1982,"02",0.1,"NE",0.747619047619048,0.0487884720643341,0.0384615384615385
"150",1982,"02",0.1,"NW",0.771428571428571,0.072597995873858,0.0384615384615385
"151",1982,"02",0.1,"SE",0.702380952380952,0.00355037682623893,0.0384615384615385
"152",1982,"02",0.1,"SW",0.685714285714286,-0.0131162898404278,0.0384615384615385
"153",1982,"03",0.2,"NE",0.808602150537634,0.0687069203198235,0.133333333333333
"154",1982,"03",0.2,"NW",0.744086021505376,0.0041907912875655,0.133333333333333
"155",1982,"03",0.2,"SE",0.834408602150538,0.0945133719327268,0.133333333333333
"156",1982,"03",0.2,"SW",0.808602150537634,0.0687069203198235,0.133333333333333
"157",1982,"04",0.5,"NE",0.64,-0.0747150997150997,0.423076923076923
"158",1982,"04",0.5,"NW",0.646666666666667,-0.0680484330484331,0.423076923076923
"159",1982,"04",0.5,"SE",0.628888888888889,-0.0858262108262109,0.423076923076923
"160",1982,"04",0.5,"SW",0.613333333333333,-0.101381766381766,0.423076923076923
"161",1982,"05",0.6,"NE",0.587096774193548,-0.0145023435346016,0.512820512820513
"162",1982,"05",0.6,"NW",0.49247311827957,-0.10912599944858,0.512820512820513
"163",1982,"05",0.6,"SE",0.505376344086022,-0.0962227736421285,0.512820512820513
"164",1982,"05",0.6,"SW",0.316129032258064,-0.285470085470086,0.512820512820513
"165",1982,"06",0.7,"NE",0.646666666666667,0.172948717948718,0.630769230769231
"166",1982,"06",0.7,"NW",0.604444444444444,0.130726495726496,0.630769230769231
"167",1982,"06",0.7,"SE",0.771111111111111,0.297393162393162,0.630769230769231
"168",1982,"06",0.7,"SW",0.586666666666667,0.112948717948718,0.630769230769231
"169",1982,"07",0.8,"NE",0.4,0.116335814722912,0.751282051282051
"170",1982,"07",0.8,"NW",0.466666666666667,0.183002481389578,0.751282051282051
"171",1982,"07",0.8,"SE",0.30752688172043,0.0238626964433417,0.751282051282051
"172",1982,"07",0.8,"SW",0.296774193548387,0.0131100082712986,0.751282051282051
"173",1982,"08",1,"NE",0.298924731182796,0.014750482492418,0.969230769230769
"174",1982,"08",1,"NW",0.501075268817204,0.216901020126827,0.969230769230769
"175",1982,"08",1,"SE",0.225806451612903,-0.0583677970774745,0.969230769230769
"176",1982,"08",1,"SW",0.294623655913978,0.0104494072236008,0.969230769230769
"177",1982,"09",1.5,"NE",0.528888888888889,0.190014245014245,1.47435897435897
"178",1982,"09",1.5,"NW",0.633333333333333,0.294458689458689,1.47435897435897
"179",1982,"09",1.5,"SE",0.568888888888889,0.230014245014245,1.47435897435897
"180",1982,"09",1.5,"SW",0.542222222222222,0.203347578347578,1.47435897435897
"181",1982,"10",1.9,"NE",0.636559139784946,0.144403087951475,1.86410256410256
"182",1982,"10",1.9,"NW",0.72258064516129,0.230424593327819,1.86410256410256
"183",1982,"10",1.9,"SE",0.556989247311828,0.0648331954783568,1.86410256410256
"184",1982,"10",1.9,"SW",0.640860215053763,0.148704163220292,1.86410256410256
"185",1982,"11",2.1,"NE",0.671111111111111,-0.0306837606837607,2.06052631578947
"186",1982,"11",2.1,"NW",0.72,0.0182051282051282,2.06052631578947
"187",1982,"11",2.1,"SE",0.584444444444444,-0.117350427350427,2.06052631578947
"188",1982,"11",2.1,"SW",0.597777777777778,-0.104017094017094,2.06052631578947
"189",1982,"12",2.1,"NE",0.724731182795699,0.0307140887786049,2.06052631578947
"190",1982,"12",2.1,"NW",0.70752688172043,0.0135097877033361,2.06052631578947
"191",1982,"12",2.1,"SE",0.696774193548387,0.00275709953129311,2.06052631578947
"192",1982,"12",2.1,"SW",0.716129032258065,0.0221119382409706,2.06052631578947
"193",1983,"01",2.1,"NE",0.759139784946237,0.0839950372208437,2.05641025641026
"194",1983,"01",2.1,"NW",0.858064516129032,0.182919768403639,2.05641025641026
"195",1983,"01",2.1,"SE",0.705376344086022,0.0302315963606287,2.05641025641026
"196",1983,"01",2.1,"SW",0.763440860215054,0.0882961124896608,2.05641025641026
"197",1983,"02",1.8,"NE",0.835714285714286,0.136883710159572,1.73846153846154
"198",1983,"02",1.8,"NW",0.835714285714286,0.136883710159572,1.73846153846154
"199",1983,"02",1.8,"SE",0.795238095238095,0.0964075196833817,1.73846153846154
"200",1983,"02",1.8,"SW",0.80952380952381,0.110693233969096,1.73846153846154
"201",1983,"03",1.5,"NE",0.87741935483871,0.137524124620899,1.43333333333333
"202",1983,"03",1.5,"NW",0.883870967741936,0.143975737524125,1.43333333333333
"203",1983,"03",1.5,"SE",0.931182795698925,0.191287565481114,1.43333333333333
"204",1983,"03",1.5,"SW",0.946236559139785,0.206341328921974,1.43333333333333
"205",1983,"04",1.2,"NE",0.731111111111111,0.0163960113960114,1.12307692307692
"206",1983,"04",1.2,"NW",0.735555555555556,0.0208404558404558,1.12307692307692
"207",1983,"04",1.2,"SE",0.882222222222222,0.167507122507123,1.12307692307692
"208",1983,"04",1.2,"SW",0.813333333333333,0.0986182336182336,1.12307692307692
"209",1983,"05",1,"NE",0.479569892473118,-0.122029225255032,0.912820512820513
"210",1983,"05",1,"NW",0.632258064516129,0.0306589467879791,0.912820512820513
"211",1983,"05",1,"SE",0.578494623655914,-0.023104494072236,0.912820512820513
"212",1983,"05",1,"SW",0.546236559139785,-0.055362558588365,0.912820512820513
"213",1983,"06",0.7,"NE",0.604444444444444,0.130726495726496,0.630769230769231
"214",1983,"06",0.7,"NW",0.742222222222222,0.268504273504274,0.630769230769231
"215",1983,"06",0.7,"SE",0.522222222222222,0.0485042735042736,0.630769230769231
"216",1983,"06",0.7,"SW",0.531111111111111,0.0573931623931624,0.630769230769231
"217",1983,"07",0.3,"NE",0.634408602150538,0.350744416873449,0.251282051282051
"218",1983,"07",0.3,"NW",0.793548387096774,0.509884201819686,0.251282051282051
"219",1983,"07",0.3,"SE",0.350537634408602,0.0668734491315137,0.251282051282051
"220",1983,"07",0.3,"SW",0.520430107526882,0.236765922249793,0.251282051282051
"221",1983,"08",0,"NE",0.466666666666667,0.182492417976289,-0.0307692307692308
"222",1983,"08",0,"NW",0.419354838709677,0.1351805900193,-0.0307692307692308
"223",1983,"08",0,"SE",0.612903225806452,0.328728977116074,-0.0307692307692308
"224",1983,"08",0,"SW",0.404301075268817,0.120126826578439,-0.0307692307692308
"225",1983,"09",-0.3,"NE",0.373333333333333,0.0344586894586895,-0.325641025641026
"226",1983,"09",-0.3,"NW",0.666666666666667,0.327792022792023,-0.325641025641026
"227",1983,"09",-0.3,"SE",0.253333333333333,-0.0855413105413105,-0.325641025641026
"228",1983,"09",-0.3,"SW",0.311111111111111,-0.0277635327635328,-0.325641025641026
"229",1983,"10",-0.6,"NE",0.481720430107527,-0.0104356217259443,-0.635897435897436
"230",1983,"10",-0.6,"NW",0.544086021505376,0.0519299696719052,-0.635897435897436
"231",1983,"10",-0.6,"SE",0.378494623655914,-0.113661428177557,-0.635897435897436
"232",1983,"10",-0.6,"SW",0.425806451612903,-0.066349600220568,-0.635897435897436
"233",1983,"11",-0.8,"NE",0.984444444444444,0.282649572649573,-0.839473684210526
"234",1983,"11",-0.8,"NW",0.982222222222222,0.28042735042735,-0.839473684210526
"235",1983,"11",-0.8,"SE",0.971111111111111,0.269316239316239,-0.839473684210526
"236",1983,"11",-0.8,"SW",0.957777777777778,0.255982905982906,-0.839473684210526
"237",1983,"12",-0.8,"NE",0.946236559139785,0.252219465122691,-0.839473684210526
"238",1983,"12",-0.8,"NW",0.90752688172043,0.213509787703336,-0.839473684210526
"239",1983,"12",-0.8,"SE",0.98494623655914,0.290929142542046,-0.839473684210526
"240",1983,"12",-0.8,"SW",0.976344086021505,0.282326992004411,-0.839473684210526
"241",1984,"01",-0.5,"NE",0.612903225806452,-0.0622415219189413,-0.543589743589744
"242",1984,"01",-0.5,"NW",0.673118279569892,-0.00202646815550045,-0.543589743589744
"243",1984,"01",-0.5,"SE",0.587096774193548,-0.0880479735318445,-0.543589743589744
"244",1984,"01",-0.5,"SW",0.498924731182796,-0.176220016542597,-0.543589743589744
"245",1984,"02",-0.3,"NE",0.627586206896552,-0.0712443686581617,-0.361538461538462
"246",1984,"02",-0.3,"NW",0.790804597701149,0.0919740221464359,-0.361538461538462
"247",1984,"02",-0.3,"SE",0.554022988505747,-0.144807587048966,-0.361538461538462
"248",1984,"02",-0.3,"SW",0.680459770114943,-0.018370805439771,-0.361538461538462
"249",1984,"03",-0.3,"NE",0.791397849462366,0.0515026192445547,-0.366666666666667
"250",1984,"03",-0.3,"NW",0.825806451612903,0.0859112213950923,-0.366666666666667
"251",1984,"03",-0.3,"SE",0.763440860215054,0.0235456299972429,-0.366666666666667
"252",1984,"03",-0.3,"SW",0.76989247311828,0.0299972429004687,-0.366666666666667
"253",1984,"04",-0.4,"NE",0.86,0.1452849002849,-0.476923076923077
"254",1984,"04",-0.4,"NW",0.931111111111111,0.216396011396011,-0.476923076923077
"255",1984,"04",-0.4,"SE",0.802222222222222,0.0875071225071226,-0.476923076923077
"256",1984,"04",-0.4,"SW",0.868888888888889,0.154173789173789,-0.476923076923077
"257",1984,"05",-0.4,"NE",0.761290322580645,0.159691204852495,-0.487179487179487
"258",1984,"05",-0.4,"NW",0.853763440860215,0.252164323132065,-0.487179487179487
"259",1984,"05",-0.4,"SE",0.582795698924731,-0.0188034188034188,-0.487179487179487
"260",1984,"05",-0.4,"SW",0.662365591397849,0.0607664736696995,-0.487179487179487
"261",1984,"06",-0.4,"NE",0.542222222222222,0.0685042735042735,-0.469230769230769
"262",1984,"06",-0.4,"NW",0.548888888888889,0.0751709401709402,-0.469230769230769
"263",1984,"06",-0.4,"SE",0.553333333333333,0.0796153846153846,-0.469230769230769
"264",1984,"06",-0.4,"SW",0.484444444444444,0.0107264957264958,-0.469230769230769
"265",1984,"07",-0.3,"NE",0.156989247311828,-0.126674937965261,-0.348717948717949
"266",1984,"07",-0.3,"NW",0.137634408602151,-0.146029776674938,-0.348717948717949
"267",1984,"07",-0.3,"SE",0.281720430107527,-0.00194375516956158,-0.348717948717949
"268",1984,"07",-0.3,"SW",0.137634408602151,-0.146029776674938,-0.348717948717949
"269",1984,"08",-0.2,"NE",0.270967741935484,-0.0132065067548938,-0.230769230769231
"270",1984,"08",-0.2,"NW",0.488172043010753,0.203997794320375,-0.230769230769231
"271",1984,"08",-0.2,"SE",0.309677419354839,0.025503170664461,-0.230769230769231
"272",1984,"08",-0.2,"SW",0.206451612903226,-0.0777226357871519,-0.230769230769231
"273",1984,"09",-0.3,"NE",0.448888888888889,0.110014245014245,-0.325641025641026
"274",1984,"09",-0.3,"NW",0.602222222222222,0.263347578347578,-0.325641025641026
"275",1984,"09",-0.3,"SE",0.271111111111111,-0.0677635327635328,-0.325641025641026
"276",1984,"09",-0.3,"SW",0.391111111111111,0.0522364672364672,-0.325641025641026
"277",1984,"10",-0.6,"NE",0.554838709677419,0.0626826578439482,-0.635897435897436
"278",1984,"10",-0.6,"NW",0.855913978494624,0.363757926661153,-0.635897435897436
"279",1984,"10",-0.6,"SE",0.651612903225806,0.159456851392335,-0.635897435897436
"280",1984,"10",-0.6,"SW",0.746236559139785,0.254080507306314,-0.635897435897436
"281",1984,"11",-0.9,"NE",0.871111111111111,0.169316239316239,-0.939473684210526
"282",1984,"11",-0.9,"NW",0.922222222222222,0.220427350427351,-0.939473684210526
"283",1984,"11",-0.9,"SE",0.868888888888889,0.167094017094017,-0.939473684210526
"284",1984,"11",-0.9,"SW",0.891111111111111,0.189316239316239,-0.939473684210526
"285",1984,"12",-1.1,"NE",0.724731182795699,0.0307140887786049,-1.13947368421053
"286",1984,"12",-1.1,"NW",0.810752688172043,0.116735594154949,-1.13947368421053
"287",1984,"12",-1.1,"SE",0.643010752688172,-0.0510063413289219,-1.13947368421053
"288",1984,"12",-1.1,"SW",0.76989247311828,0.0758753791011856,-1.13947368421053
"289",1985,"01",-0.9,"NE",0.341935483870968,-0.333209263854425,-0.943589743589744
"290",1985,"01",-0.9,"NW",0.374193548387097,-0.300951199338296,-0.943589743589744
"291",1985,"01",-0.9,"SE",0.468817204301075,-0.206327543424318,-0.943589743589744
"292",1985,"01",-0.9,"SW",0.311827956989247,-0.363316790736146,-0.943589743589744
"293",1985,"02",-0.7,"NE",0.761904761904762,0.0630741863500484,-0.761538461538461
"294",1985,"02",-0.7,"NW",0.816666666666667,0.117836091111953,-0.761538461538461
"295",1985,"02",-0.7,"SE",0.695238095238095,-0.0035924803166183,-0.761538461538461
"296",1985,"02",-0.7,"SW",0.642857142857143,-0.0559734326975707,-0.761538461538461
"297",1985,"03",-0.7,"NE",0.668817204301075,-0.0710780259167356,-0.766666666666667
"298",1985,"03",-0.7,"NW",0.716129032258065,-0.0237661979597463,-0.766666666666667
"299",1985,"03",-0.7,"SE",0.675268817204301,-0.0646264130135098,-0.766666666666667
"300",1985,"03",-0.7,"SW",0.688172043010753,-0.0517231872070583,-0.766666666666667
"301",1985,"04",-0.7,"NE",0.702222222222222,-0.0124928774928775,-0.776923076923077
"302",1985,"04",-0.7,"NW",0.726666666666667,0.011951566951567,-0.776923076923077
"303",1985,"04",-0.7,"SE",0.397777777777778,-0.316937321937322,-0.776923076923077
"304",1985,"04",-0.7,"SW",0.462222222222222,-0.252492877492878,-0.776923076923077
"305",1985,"05",-0.7,"NE",0.701075268817204,0.0994761510890543,-0.787179487179487
"306",1985,"05",-0.7,"NW",0.72258064516129,0.12098152743314,-0.787179487179487
"307",1985,"05",-0.7,"SE",0.574193548387097,-0.0274055693410532,-0.787179487179487
"308",1985,"05",-0.7,"SW",0.552688172043011,-0.0489109456851393,-0.787179487179487
"309",1985,"06",-0.6,"NE",0.268888888888889,-0.20482905982906,-0.669230769230769
"310",1985,"06",-0.6,"NW",0.42,-0.0537179487179487,-0.669230769230769
"311",1985,"06",-0.6,"SE",0.16,-0.313717948717949,-0.669230769230769
"312",1985,"06",-0.6,"SW",0.288888888888889,-0.18482905982906,-0.669230769230769
"313",1985,"07",-0.4,"NE",0.0881720430107527,-0.195492142266336,-0.448717948717949
"314",1985,"07",-0.4,"NW",0.223655913978495,-0.0600082712985938,-0.448717948717949
"315",1985,"07",-0.4,"SE",0.32258064516129,0.0389164598842018,-0.448717948717949
"316",1985,"07",-0.4,"SW",0.159139784946237,-0.124524400330852,-0.448717948717949
"317",1985,"08",-0.4,"NE",0.378494623655914,0.0943203749655362,-0.430769230769231
"318",1985,"08",-0.4,"NW",0.436559139784946,0.152384891094568,-0.430769230769231
"319",1985,"08",-0.4,"SE",0.182795698924731,-0.101378549765647,-0.430769230769231
"320",1985,"08",-0.4,"SW",0.221505376344086,-0.0626688723462917,-0.430769230769231
"321",1985,"09",-0.4,"NE",0.562222222222222,0.223347578347578,-0.425641025641026
"322",1985,"09",-0.4,"NW",0.626666666666667,0.287792022792023,-0.425641025641026
"323",1985,"09",-0.4,"SE",0.462222222222222,0.123347578347578,-0.425641025641026
"324",1985,"09",-0.4,"SW",0.564444444444444,0.225569800569801,-0.425641025641026
"325",1985,"10",-0.3,"NE",0.544086021505376,0.0519299696719052,-0.335897435897436
"326",1985,"10",-0.3,"NW",0.703225806451613,0.211069754618142,-0.335897435897436
