"","avePropRainDays","Year","Month","OMI"
"200",0.0408602150537634,2016,"08",-0.6
"201",0.193333333333333,2016,"09",-0.8
"202",0.606451612903226,2016,"10",-0.8
"203",0.535555555555556,2016,"11",-0.8
"204",0.739784946236559,2016,"12",-0.7
"205",0.737634408602151,2017,"01",-0.4
"206",0.792857142857143,2017,"02",-0.1
"207",0.718279569892473,2017,"03",0.2
"208",0.811111111111111,2017,"04",0.4
"209",0.367741935483871,2017,"05",0.4
"210",0.353333333333333,2017,"06",0.2
"211",0.193548387096774,2017,"07",-0.1
"212",0.245161290322581,2017,"08",-0.4
"213",0.364444444444444,2017,"09",-0.6
"214",0.350537634408602,2017,"10",-0.6
"215",0.697777777777778,2017,"11",NA
"216",0.387096774193548,2017,"12",NA
